Id,SalePrice
1461,142386.51302
1462,155415.029302
1463,177878.679814
1464,165275.246472
1465,186480.454
1466,174406.394985
1467,164930.366857
1468,171688.191718
1469,187554.93153
1470,129764.220395
1471,183658.90456
1472,119213.567538
1473,118819.009637
1474,160531.962845
1475,151914.564757
1476,319679.383837
1477,213268.492681
1478,240436.452871
1479,153935.463461
1480,318554.946301
1481,246011.376108
1482,188075.96738
1483,171909.9543
1484,182192.580716
1485,167763.64702
1486,199313.566299
1487,293987.900362
1488,212956.627511
1489,202226.447072
1490,188510.001832
1491,180996.525488
1492,115574.62731
1493,160452.694018
1494,246340.39308
1495,223448.194084
1496,224001.015434
1497,178929.902384
1498,155481.254977
1499,156619.439185
1500,165512.836349
1501,172791.89645
1502,176390.325319
1503,276150.192032
1504,193377.129467
1505,201116.341636
1506,177282.001731
1507,194805.747732
1508,196472.309197
1509,168240.887074
1510,159189.504659
1511,165443.906258
1512,170969.519252
1513,169179.835953
1514,150637.984919
1515,197294.558393
1516,161523.449227
1517,162768.793876
1518,150837.003126
1519,202809.290135
1520,149498.820622
1521,159763.948622
1522,170271.045644
1523,130575.116099
1524,139339.228937
1525,140872.288143
1526,143123.494319
1527,111828.931055
1528,139423.224158
1529,152919.343493
1530,168636.768053
1531,134260.715855
1532,125204.439692
1533,147443.479861
1534,131105.114657
1535,151581.984827
1536,129522.935588
1537,92420.6413901
1538,168557.949862
1539,190643.128474
1540,136967.693798
1541,142826.76501
1542,153332.931477
1543,178837.489008
1544,114074.265261
1545,120196.391783
1546,151116.777176
1547,150562.340272
1548,153468.613336
1549,136669.222374
1550,158226.656128
1551,129988.360554
1552,160042.98241
1553,148857.622823
1554,139956.733295
1555,163565.547548
1556,105883.495911
1557,152845.357648
1558,111211.64059
1559,136463.270877
1560,156009.976457
1561,148851.88835
1562,139804.827196
1563,139184.959274
1564,164781.286065
1565,161930.172157
1566,197242.10495
1567,100736.371326
1568,201799.124188
1569,150006.486376
1570,134164.295922
1571,151754.360487
1572,152846.13875
1573,204336.140206
1574,96344.2045428
1575,187634.802087
1576,185464.438587
1577,192531.500583
1578,144281.586355
1579,151198.075085
1580,184433.463916
1581,151353.13001
1582,142689.49934
1583,246302.827811
1584,210327.981471
1585,150329.058963
1586,90035.5775869
1587,127019.480474
1588,155878.851205
1589,132419.264758
1590,147529.004511
1591,129560.416913
1592,118533.831585
1593,138748.408045
1594,134402.258389
1595,128061.203576
1596,205082.592297
1597,128495.527469
1598,174924.295282
1599,183926.707037
1600,184080.917335
1601,119648.165813
1602,135472.718486
1603,110497.007395
