Id,SalePrice
1461,123814.462036
1462,154467.986705
1463,179726.447638
1464,185058.129053
1465,196933.341116
1466,177900.924128
1467,170570.039618
1468,171043.461752
1469,187218.711445
1470,120735.602263
1471,196405.858852
1472,94254.4598956
1473,95449.3418013
1474,149267.940974
1475,137709.146038
1476,371377.307524
1477,246623.793334
1478,304038.853753
1479,261681.403558
1480,464761.530102
1481,317484.55222
1482,208050.151678
1483,175973.796322
1484,175571.865158
1485,181419.689277
1486,193029.016393
1487,322552.870315
1488,230468.106443
1489,204633.131171
1490,207287.666113
1491,192582.410913
1492,97321.8682698
1493,175793.795167
1494,298092.011719
1495,294480.553777
1496,233525.80261
1497,187744.186749
1498,161356.920661
1499,157560.753047
1500,154250.051679
1501,174506.591619
1502,162417.740275
1503,284543.372175
1504,232641.332326
1505,221100.699205
1506,182527.551605
1507,218581.262608
1508,201456.133142
1509,161894.169494
1510,150471.743808
1511,155468.520122
1512,168209.188866
1513,151052.027537
1514,158890.488978
1515,177466.460958
1516,157281.241127
1517,156584.197414
1518,129888.038127
1519,217664.130444
1520,135806.303646
1521,140680.183604
1522,165281.168754
1523,114941.108841
1524,122323.099295
1525,122574.406113
1526,121910.862544
1527,104225.137181
1528,130310.615214
1529,146861.400713
1530,174938.148647
1531,116367.263839
1532,104809.744963
1533,142656.835059
1534,119125.794286
1535,148590.682985
1536,115039.628147
1537,68325.7703265
1538,164573.389332
1539,201788.711301
1540,102596.089186
1541,144431.471009
1542,139876.126547
1543,202606.414405
1544,83420.6664126
1545,104528.101891
1546,128459.342239
1547,134131.678063
1548,133137.452353
1549,112945.304524
1550,140017.712069
1551,113779.237099
1552,135057.903345
1553,139151.804579
1554,113088.148489
1555,162685.638845
1556,90666.7542417
1557,118070.999164
1558,92609.8327451
1559,92305.2045023
1560,142405.195134
1561,133102.655104
1562,127692.296396
1563,122573.921902
1564,160466.403254
1565,154087.222014
1566,224077.065361
1567,78075.3480701
1568,227583.135535
1569,132449.179389
1570,127572.740398
1571,122983.855776
1572,143653.212475
1573,234556.099877
1574,114344.264553
1575,215825.901545
1576,220041.979033
1577,197874.66173
1578,150342.435856
1579,144278.779003
1580,194467.417099
1581,144543.426774
1582,128338.793126
1583,313438.771352
1584,229586.715087
1585,139568.124328
1586,70191.0288562
1587,105723.815073
1588,148917.136809
1589,98857.2527644
1590,131382.42561
1591,101586.039873
1592,121234.564331
1593,123408.604875
1594,120243.899512
1595,111427.834565
1596,225780.228508
1597,171618.104074
1598,196314.442822
1599,190855.229114
1600,180829.050727
1601,72431.8596004
1602,108629.947222
1603,83686.203571
1604,276052.578822
1605,246530.188205
1606,167567.0934
1607,166738.747192
1608,218947.757583
1609,195789.82937
1610,157270.147777
1611,144322.813831
1612,160857.143729
1613,163756.580736
1614,122287.348192
1615,86499.4329116
1616,79916.0794238
1617,89890.845792
1618,128814.469389
1619,136078.906128
1620,147335.732497
1621,135220.621695
1622,148765.053923
1623,275832.124654
1624,209053.654831
1625,124433.642564
1626,172949.314452
1627,189471.756656
1628,280693.203693
1629,177116.88985
1630,323696.469471
1631,218874.768152
1632,246337.426789
1633,173886.905982
1634,182248.017687
1635,176780.441716
1636,156648.186082
1637,183603.116169
1638,203398.691755
1639,181772.623064
1640,252134.611367
1641,182929.796415
1642,232720.479277
1643,223776.137718
1644,232040.943474
1645,182576.051009
1646,155725.937179
1647,162527.247557
1648,139469.333278
1649,141413.323002
1650,119871.42064
1651,122258.007429
1652,94074.0630102
1653,98149.1553049
1654,151030.617794
1655,152209.389998
1656,147399.739432
1657,151320.771288
1658,151352.123158
1659,137147.088931
1660,150032.692965
1661,435287.990769
1662,382653.734433
1663,370195.405853
1664,425579.986154
1665,311165.229227
1666,327769.423253
1667,354891.175981
1668,333787.031236
1669,309141.275441
1670,339624.083979
1671,263007.168989
1672,459332.89005
1673,293752.655655
1674,247735.061143
1675,188357.499202
1676,189739.935961
1677,216026.228523
1678,463835.142498
1679,385352.903457
1680,311697.261031
1681,244898.726614
1682,312493.236043
1683,186539.254324
1684,173601.140542
1685,173973.846871
1686,168104.357107
1687,171157.222387
1688,185295.212399
1689,189802.126416
1690,189932.208974
1691,181218.301403
1692,268657.900745
1693,172912.751118
1694,184062.351224
1695,170174.136326
1696,271607.120922
1697,172126.726306
1698,336936.324094
1699,315669.395004
1700,243623.009028
1701,262793.60559
1702,245974.039995
1703,247903.248782
1704,285139.760147
1705,232145.700237
1706,412740.94693
1707,217426.94649
1708,214056.378241
1709,273835.895148
1710,217094.314214
1711,272390.850707
1712,240251.767113
1713,265178.700479
1714,224506.263005
1715,203418.519143
1716,179041.216028
1717,172164.010957
1718,130819.735296
1719,206094.39993
1720,241888.932474
1721,166618.897546
1722,124340.29373
1723,155404.070014
1724,205740.67601
1725,233327.30134
1726,184285.608559
1727,165029.534846
1728,184420.640493
1729,167522.007649
1730,157136.672509
1731,121463.227719
1732,131537.63567
1733,122574.999214
1734,128446.779698
1735,129205.918103
1736,112840.808314
1737,329772.018338
1738,232019.38897
1739,258540.675698
1740,189811.554756
1741,177303.673472
1742,171395.42548
1743,175869.451862
1744,317306.046669
1745,231971.703409
1746,233232.698333
1747,218882.064906
1748,206341.290535
1749,155092.008073
1750,139924.832572
1751,236852.157444
1752,121339.482105
1753,144403.834484
1754,206952.792705
1755,167168.805654
1756,123318.125057
1757,120869.265624
1758,147375.138893
1759,166963.835871
1760,162275.625055
1761,150101.901852
1762,174280.023252
1763,174526.441433
1764,118156.240455
1765,164706.16737
1766,175334.665243
1767,199609.952735
1768,139558.511139
1769,169242.798297
1770,145065.97311
1771,130861.903124
1772,135716.360246
1773,134440.705804
1774,132065.485513
1775,135382.996167
1776,122688.456616
1777,114255.44113
1778,133689.121792
1779,117351.149539
1780,179427.28464
1781,130325.493311
1782,94611.3737013
1783,132609.074746
1784,97291.7701663
1785,118013.642255
1786,137458.381964
1787,166331.261983
1788,60885.7628373
1789,95347.8958883
1790,84626.0063597
1791,170368.215062
1792,154111.440421
1793,132744.657863
1794,145667.398758
1795,137853.166429
1796,120495.627177
1797,113656.418325
1798,123164.059835
1799,113652.675831
1800,125137.016349
1801,127403.502581
1802,148028.000024
1803,150820.758644
1804,139346.274214
1805,135036.725116
1806,115699.493652
1807,139041.247441
1808,121327.055692
1809,122586.535038
1810,140383.127894
1811,104255.580683
1812,109958.958616
1813,123734.959587
1814,98772.2447376
1815,59625.7800339
