Id,SalePrice
1461,11.741520565
1462,11.9482367907
1463,12.0917824895
1464,12.1074779123
1465,12.1880533329
1466,12.1200219872
1467,12.0380545401
1468,12.0747450749
1469,12.1228782946
1470,11.680845655
1471,12.2017849251
1472,11.4156444709
1473,11.4564404416
1474,11.9243667881
1475,11.8669525205
1476,12.8162870924
1477,12.4470660355
1478,12.6327877169
1479,12.3472744746
1480,13.0656685976
1481,12.6355168051
1482,12.2418481411
1483,12.061083444
1484,12.0753270483
1485,12.0607977406
1486,12.2064792045
1487,12.6497482288
1488,12.3614680548
1489,12.2554718807
1490,12.1644950136
1491,12.1560967906
1492,11.5703975254
1493,12.0723928914
1494,12.6234803253
1495,12.6304283021
1496,12.3200486886
1497,12.0926206616
1498,11.9212209158
1499,11.9226077925
1500,11.9135123147
1501,12.0672490884
1502,11.9742753478
1503,12.5395844304
1504,12.3488106341
1505,12.2741386541
1506,12.0965378866
1507,12.2604067769
1508,12.1990794513
1509,12.0040158407
1510,11.9236351406
1511,11.9189012162
1512,12.0182481265
1513,11.9294659888
1514,12.0065804271
1515,12.098597625
1516,11.9996599692
1517,11.9302072642
1518,11.7573432907
1519,12.3303571418
1520,11.8447795737
1521,11.8842920687
1522,12.0204290857
1523,11.6427713926
1524,11.7111431296
1525,11.7225556833
1526,11.7694253217
1527,11.4680872256
1528,11.7747330121
1529,11.8711789156
1530,12.0325934853
1531,11.6954356803
1532,11.5797813644
1533,11.8860453229
1534,11.6897428384
1535,11.9464732252
1536,11.6900160249
1537,11.2181631565
1538,12.0958471132
1539,12.2454918261
1540,11.5675809659
1541,11.9448115573
1542,11.8552888649
1543,12.3065217334
1544,11.3492413196
1545,11.489238463
1546,11.6872487338
1547,11.8046809297
1548,11.7891159279
1549,11.5866072774
1550,11.8645174451
1551,11.6565089474
1552,11.823909468
1553,11.8574157685
1554,11.5512995302
1555,12.0140678919
1556,11.3628584698
1557,11.7329077894
1558,11.3932951459
1559,11.5323580357
1560,11.8747563665
1561,11.8451944024
1562,11.7368706495
1563,11.7234570421
1564,11.9819566286
1565,11.946856902
1566,12.2487537095
1567,11.269281911
1568,12.2822074334
1569,11.7777291311
1570,11.6984003945
1571,11.7574930063
1572,11.8900812779
1573,12.4128798207
1574,11.5737506126
1575,12.2547835389
1576,12.2399109321
1577,12.2403249748
1578,11.9021610985
1579,11.8611009251
1580,12.1719931523
1581,11.8545082025
1582,11.765269934
1583,12.7324109897
1584,12.3718200034
1585,11.8505968472
1586,11.2130459832
1587,11.4897288882
1588,11.8919222628
1589,11.5492848748
1590,11.7941715576
1591,11.5726311722
1592,11.7377934146
1593,11.6471665938
1594,11.6925883452
1595,11.6035326722
1596,12.3554655503
1597,11.9745356739
1598,12.1026074153
1599,12.1952045351
1600,12.1564557674
1601,11.0780210833
1602,11.5290713937
1603,11.3845709582
1604,12.5087707739
1605,12.4548790823
1606,12.049883374
1607,11.9605430646
1608,12.2895558849
1609,12.2127201528
1610,11.9722924657
1611,11.9293592454
1612,11.9413339753
1613,12.0290987776
1614,11.7473744994
1615,11.3056190607
1616,11.2212984018
1617,11.3712557545
1618,11.7652125831
1619,11.7785308014
1620,11.8601240602
1621,11.8512230918
1622,11.8823013433
1623,12.6180909445
1624,12.2278683415
1625,11.776190711
1626,12.0736578722
1627,12.1482995083
1628,12.5460831454
1629,12.0646985273
1630,12.7024375361
1631,12.2965015698
1632,12.4610901563
1633,12.0376777461
1634,12.1071322622
1635,12.083483789
1636,11.9779573767
1637,12.1085466186
1638,12.2569125758
1639,12.1229206317
1640,12.4823758942
1641,12.1276794489
1642,12.2949149455
1643,12.3291457681
1644,12.3215425362
1645,12.0984028764
1646,11.9443697782
1647,12.0129482254
1648,11.8496008322
1649,11.8563578417
1650,11.7086378928
1651,11.7220332177
1652,11.426024547
1653,11.4679234855
1654,11.928605472
1655,11.9786218586
1656,11.9171536681
1657,11.927663698
1658,11.9085362905
1659,11.8646804995
1660,11.8918218461
1661,13.0196811762
1662,12.8317936902
1663,12.8477775944
1664,12.905281218
1665,12.6417172613
1666,12.7029052826
1667,12.7670517831
1668,12.6915372823
1669,12.5945198447
1670,12.720201539
1671,12.4906777383
1672,13.1080680861
1673,12.604232727
1674,12.4295008422
1675,12.1152096745
1676,12.1443805954
1677,12.2840926616
1678,13.0277401505
1679,12.8493162035
1680,12.6374612039
1681,12.4068829895
1682,12.6112530283
1683,12.1434500261
1684,12.0416376649
1685,12.0535751776
1686,12.0306165007
1687,12.0298771
1688,12.1557584397
1689,12.1469038484
1690,12.1269037907
1691,12.0575212478
1692,12.4957110044
1693,12.028021703
1694,12.1201556167
1695,12.0434998237
1696,12.5179748359
1697,12.0523299897
1698,12.7378855459
1699,12.6730042547
1700,12.3582036193
1701,12.4571685956
1702,12.4674140309
1703,12.4590572421
1704,12.6246331485
1705,12.3167938914
1706,12.9892517236
1707,12.3164550508
1708,12.315992803
1709,12.5757928825
1710,12.2892844212
1711,12.4608661373
1712,12.3876221016
1713,12.4684751124
1714,12.2954482144
1715,12.2126259392
1716,12.1833964502
1717,12.0782802309
1718,11.7595357237
1719,12.2352179719
1720,12.4343080016
1721,12.1044040343
1722,11.7187107493
1723,11.9615725588
1724,12.2513875512
1725,12.3448897816
1726,12.1214967128
1727,12.0386046114
1728,12.1446054467
1729,12.0169845087
1730,11.9161453769
1731,11.7122068618
1732,11.7933067207
1733,11.744060736
1734,11.7943254395
1735,11.7891769082
1736,11.6648054326
1737,12.7784663867
1738,12.2795320264
1739,12.5399260915
1740,12.0696204603
1741,12.0429432471
1742,12.0541205028
1743,12.069285635
1744,12.6435534189
1745,12.3649512931
1746,12.4201089516
1747,12.2734825031
1748,12.2493447002
1749,11.9933659158
1750,11.9137994639
1751,12.351752212
1752,11.7260688291
1753,11.8933047388
1754,12.2859106792
1755,12.0081133001
1756,11.7119656746
1757,11.6816861004
1758,11.8683440433
1759,12.0665048197
1760,11.975216663
1761,11.978110361
1762,12.0147860434
1763,12.011964413
1764,11.6623796613
1765,12.0565075801
1766,12.0296059301
1767,12.2221721046
1768,11.8469112885
1769,11.95599694
1770,11.8413776576
1771,11.8415933687
1772,11.8466423594
1773,11.8445145595
1774,11.7506075629
1775,11.7710762543
1776,11.6203725356
1777,11.6552974412
1778,11.7352778375
1779,11.6317007116
1780,12.0765695992
1781,11.7723534711
1782,11.4715414368
1783,11.7411189835
1784,11.357504426
1785,11.6623237616
1786,11.8512815836
1787,12.0138151699
1788,10.9702748212
1789,11.5090186375
1790,11.1837299959
1791,11.9895757021
1792,11.9560150102
1793,11.770811398
1794,11.8454848781
1795,11.8584022008
1796,11.6566039601
1797,11.7292544652
1798,11.7271735787
1799,11.6135512365
1800,11.7106353732
1801,11.7532372568
1802,11.9723051944
1803,11.9431901008
1804,11.8492286085
1805,11.8007106208
1806,11.6492122436
1807,11.9005552087
1808,11.722056488
1809,11.7269555645
1810,11.8830549824
1811,11.6384742953
1812,11.6787525411
1813,11.7182629752
1814,11.4781939254
1815,10.9566752093
1816,11.4769527401
1817,11.6567509398
1818,11.7906610379
1819,11.6038715049
1820,11.1025588215
1821,11.6505097558
1822,11.9257219836
