Id,SalePrice
1461,120661.8862755256
1462,158190.633348042
1463,182655.2520847303
1464,191942.41498897472
1465,191264.02813832785
1466,175225.4821851368
1467,174789.83236087646
1468,169752.05863459062
1469,187088.39719305479
1470,124334.312741326
1471,194262.45366749106
1472,95766.81972713706
1473,95415.42381184567
1474,153119.34629429775
1475,112406.4285240489
1476,379676.8121666705
1477,249506.64100495845
1478,287141.41664883425
1479,265657.1312095557
1480,475136.15398133895
1481,338365.7686798152
1482,207138.1698032132
1483,180878.7302227402
1484,164932.6762381744
1485,183139.0118380607
1486,197448.30684056407
1487,334749.00605966273
1488,239507.87780232553
1489,199216.87729639615
1490,224603.75090203533
1491,192675.28063682216
1492,91848.48218651685
1493,179075.75555254717
1494,298644.0281502106
1495,292799.70361739205
1496,230158.4007290352
1497,183332.28690137618
1498,162210.98605647622
1499,157560.80087848761
1500,155758.68146706885
1501,176714.63330276677
1502,152806.15404567495
1503,286368.8226176262
1504,238591.65866966802
1505,222849.1520380407
1506,187161.33487811912
1507,250747.4761337336
1508,196335.6774921289
1509,157728.96660596048
1510,147554.95003467842
1511,145007.11296146663
1512,174737.575681947
1513,146135.16711670856
1514,156733.4808032066
1515,193100.96189395594
1516,153119.08880169428
1517,158465.2428519038
1518,134352.74185396414
1519,217176.20919044822
1520,133264.1148953665
1521,135735.20660661205
1522,169943.05061755018
1523,116400.54534660937
1524,125087.24276729707
1525,123508.78789721106
1526,120438.99767292883
1527,107339.03654028055
1528,131609.72265248428
1529,149508.8017932766
1530,176215.6251140885
1531,118397.68341892207
1532,101602.675689712
1533,149676.22315414037
1534,120268.93336124955
1535,148287.97845134107
1536,115274.2672770185
1537,66640.88733828645
1538,151852.15780947843
1539,188060.67172224435
1540,98038.76996960178
1541,142801.04387218275
1542,144460.27031428934
1543,202306.90530453192
1544,84324.22052396969
1545,109434.64816013289
1546,130019.88517784073
1547,134084.60076706242
1548,135927.20480876704
1549,112158.34672007967
1550,139413.2074374367
1551,114531.77788397556
1552,136284.0039718581
1553,143152.0634056233
1554,117624.21545044007
1555,162993.08372166095
1556,90100.72135083361
1557,110738.2624119794
1558,95005.39470939788
1559,86416.93968651416
1560,137580.39240663598
1561,140668.14956279847
1562,130576.93555681306
1563,121599.30197395191
1564,158686.1991128961
1565,148574.39403628136
1566,233011.03818375754
1567,78752.15362294913
1568,221082.43083167195
1569,141986.22194742787
1570,135710.84490367872
1571,122583.65766261882
1572,143537.48072779857
1573,231822.8611012494
1574,120733.90450238498
1575,218282.78731523704
1576,233075.874627186
1577,189345.23833893356
1578,143011.8025706315
1579,140291.33629668163
1580,190429.47613584535
1581,153224.50332741163
1582,128135.10831376113
1583,306177.54492646694
1584,226965.85386070146
1585,140528.35855147903
1586,71042.27230565918
1587,100226.02656116194
1588,148348.4025395539
1589,101298.85523728788
1590,135581.47440143954
1591,97692.3329681546
1592,124644.60948328454
1593,127209.0812810195
1594,135255.31083376452
1595,114295.27156472628
1596,233370.54760092607
1597,176992.76206579246
1598,202290.43904423906
1599,168765.58823760893
1600,167681.22945238574
1601,70129.04802396602
1602,116080.48477616506
1603,79280.80614533127
1604,267678.9235255333
1605,244275.6756472194
1606,172843.59376963656
1607,167672.0706110808
1608,215172.15462998312
1609,187170.30404735164
1610,155803.80173424794
1611,144399.11784888795
